ibge7,ibge6,municipio,uf,mesorregiao,microrregiao
2516607,251660,Tavares,PB,Sertão Paraibano,Serra do Teixeira
2516706,251670,Teixeira,PB,Sertão Paraibano,Serra do Teixeira
2516755,251675,Tenório,PB,Borborema,Seridó Oriental Paraibano
2516805,251680,Triunfo,PB,Sertão Paraibano,Cajazeiras
2516904,251690,Uiraúna,PB,Sertão Paraibano,Cajazeiras
2517001,251700,Umbuzeiro,PB,Agreste Paraibano,Umbuzeiro
2517100,251710,Várzea,PB,Borborema,Seridó Ocidental Paraibano
2517209,251720,Vieirópolis,PB,Sertão Paraibano,Sousa
2517407,251740,Zabelê,PB,Borborema,Cariri Ocidental
2600054,260005,Abreu e Lima,PE,Metropolitana de Recife,Recife
2600104,260010,Afogados da Ingazeira,PE,Sertão Pernambucano,Pajeú
2600203,260020,Afrânio,PE,São Francisco Pernambucano,Petrolina
2600302,260030,Agrestina,PE,Agreste Pernambucano,Brejo Pernambucano
2600401,260040,Água Preta,PE,Mata Pernambucana,Mata Meridional Pernambucana
2600500,260050,Águas Belas,PE,Agreste Pernambucano,Vale do Ipanema
2600609,260060,Alagoinha,PE,Agreste Pernambucano,Vale do Ipojuca
2600708,260070,Aliança,PE,Mata Pernambucana,Mata Setentrional Pernambucana
2600807,260080,Altinho,PE,Agreste Pernambucano,Brejo Pernambucano
2600906,260090,Amaraji,PE,Mata Pernambucana,Mata Meridional Pernambucana
2601003,260100,Angelim,PE,Agreste Pernambucano,Garanhuns
2601052,260105,Araçoiaba,PE,Metropolitana de Recife,Itamaracá
2601102,260110,Araripina,PE,Sertão Pernambucano,Araripina
2601201,260120,Arcoverde,PE,Sertão Pernambucano,Sertão do Moxotó
2601300,260130,Barra de Guabiraba,PE,Agreste Pernambucano,Brejo Pernambucano
2601409,260140,Barreiros,PE,Mata Pernambucana,Mata Meridional Pernambucana
2601508,260150,Belém de Maria,PE,Mata Pernambucana,Mata Meridional Pernambucana
2601607,260160,Belém do São Francisco,PE,São Francisco Pernambucano,Itaparica
2601706,260170,Belo Jardim,PE,Agreste Pernambucano,Vale do Ipojuca
2601805,260180,Betânia,PE,Sertão Pernambucano,Sertão do Moxotó
2601904,260190,Bezerros,PE,Agreste Pernambucano,Vale do Ipojuca
2602001,260200,Bodocó,PE,Sertão Pernambucano,Araripina
2602100,260210,Bom Conselho,PE,Agreste Pernambucano,Garanhuns
2602209,260220,Bom Jardim,PE,Agreste Pernambucano,Médio Capibaribe
2602308,260230,Bonito,PE,Agreste Pernambucano,Brejo Pernambucano
2602407,260240,Brejão,PE,Agreste Pernambucano,Garanhuns
2602506,260250,Brejinho,PE,Sertão Pernambucano,Pajeú
2602605,260260,Brejo da Madre de Deus,PE,Agreste Pernambucano,Vale do Ipojuca
2602704,260270,Buenos Aires,PE,Mata Pernambucana,Mata Setentrional Pernambucana
2602803,260280,Buíque,PE,Agreste Pernambucano,Vale do Ipanema
2602902,260290,Cabo de Santo Agostinho,PE,Metropolitana de Recife,Suape
2603009,260300,Cabrobó,PE,São Francisco Pernambucano,Petrolina
2603108,260310,Cachoeirinha,PE,Agreste Pernambucano,Vale do Ipojuca
2603207,260320,Caetés,PE,Agreste Pernambucano,Garanhuns
2603306,260330,Calçado,PE,Agreste Pernambucano,Garanhuns
2603405,260340,Calumbi,PE,Sertão Pernambucano,Pajeú
2603454,260345,Camaragibe,PE,Metropolitana de Recife,Recife
2603504,260350,Camocim de São Félix,PE,Agreste Pernambucano,Brejo Pernambucano
2603603,260360,Camutanga,PE,Mata Pernambucana,Mata Setentrional Pernambucana
2603702,260370,Canhotinho,PE,Agreste Pernambucano,Garanhuns
2603801,260380,Capoeiras,PE,Agreste Pernambucano,Vale do Ipojuca
2603900,260390,Carnaíba,PE,Sertão Pernambucano,Pajeú
2603926,260392,Carnaubeira da Penha,PE,São Francisco Pernambucano,Itaparica
2604007,260400,Carpina,PE,Mata Pernambucana,Mata Setentrional Pernambucana
2604106,260410,Caruaru,PE,Agreste Pernambucano,Vale do Ipojuca
2604155,260415,Casinhas,PE,Agreste Pernambucano,Alto Capibaribe
2604205,260420,Catende,PE,Mata Pernambucana,Mata Meridional Pernambucana
2604304,260430,Cedro,PE,Sertão Pernambucano,Salgueiro
2604403,260440,Chã de Alegria,PE,Mata Pernambucana,Vitória de Santo Antão
2604502,260450,Chã Grande,PE,Mata Pernambucana,Vitória de Santo Antão
2604601,260460,Condado,PE,Mata Pernambucana,Mata Setentrional Pernambucana
2604700,260470,Correntes,PE,Agreste Pernambucano,Garanhuns
2604809,260480,Cortês,PE,Mata Pernambucana,Mata Meridional Pernambucana
2604908,260490,Cumaru,PE,Agreste Pernambucano,Médio Capibaribe
2605004,260500,Cupira,PE,Agreste Pernambucano,Brejo Pernambucano
2605103,260510,Custódia,PE,Sertão Pernambucano,Sertão do Moxotó
2605152,260515,Dormentes,PE,São Francisco Pernambucano,Petrolina
2605202,260520,Escada,PE,Mata Pernambucana,Mata Meridional Pernambucana
2605301,260530,Exu,PE,Sertão Pernambucano,Araripina
2605400,260540,Feira Nova,PE,Agreste Pernambucano,Médio Capibaribe
2605459,260545,Fernando de Noronha,PE,Metropolitana de Recife,Fernando de Noronha
2605509,260550,Ferreiros,PE,Mata Pernambucana,Mata Setentrional Pernambucana
2605608,260560,Flores,PE,Sertão Pernambucano,Pajeú
2605707,260570,Floresta,PE,São Francisco Pernambucano,Itaparica
2605806,260580,Frei Miguelinho,PE,Agreste Pernambucano,Alto Capibaribe
2605905,260590,Gameleira,PE,Mata Pernambucana,Mata Meridional Pernambucana
2606002,260600,Garanhuns,PE,Agreste Pernambucano,Garanhuns
2606101,260610,Glória do Goitá,PE,Mata Pernambucana,Vitória de Santo Antão
2606200,260620,Goiana,PE,Mata Pernambucana,Mata Setentrional Pernambucana
2606309,260630,Granito,PE,Sertão Pernambucano,Araripina
2606408,260640,Gravatá,PE,Agreste Pernambucano,Vale do Ipojuca
2606507,260650,Iati,PE,Agreste Pernambucano,Garanhuns
2606606,260660,Ibimirim,PE,Sertão Pernambucano,Sertão do Moxotó
2606705,260670,Ibirajuba,PE,Agreste Pernambucano,Brejo Pernambucano
2606804,260680,Igarassu,PE,Metropolitana de Recife,Itamaracá
2606903,260690,Iguaracy,PE,Sertão Pernambucano,Pajeú
2607000,260700,Inajá,PE,Sertão Pernambucano,Sertão do Moxotó
2607109,260710,Ingazeira,PE,Sertão Pernambucano,Pajeú
2607208,260720,Ipojuca,PE,Metropolitana de Recife,Suape
2607307,260730,Ipubi,PE,Sertão Pernambucano,Araripina
2607406,260740,Itacuruba,PE,São Francisco Pernambucano,Itaparica
2607505,260750,Itaíba,PE,Agreste Pernambucano,Vale do Ipanema
2607604,260760,Ilha de Itamaracá,PE,Metropolitana de Recife,Itamaracá
2607653,260765,Itambé,PE,Mata Pernambucana,Mata Setentrional Pernambucana
2607703,260770,Itapetim,PE,Sertão Pernambucano,Pajeú
2607752,260775,Itapissuma,PE,Metropolitana de Recife,Itamaracá
2607802,260780,Itaquitinga,PE,Mata Pernambucana,Mata Setentrional Pernambucana
2607901,260790,Jaboatão dos Guararapes,PE,Metropolitana de Recife,Recife
